BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
411,San Francisco-Oakland (VIV Test 2),Suspension,USA,ASCE J. Bridge Eng. 2025,2025,1500,32.0,4.5,7.11,7200,Steel Box,0.100,0.100,,1.20,0.40,16.0,,120.0,96.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
412,Pudong Bridge (Shanghai) (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2024,2024,420,38.0,4.0,9.5,880,Steel Box,0.250,0.250,,0.90,0.20,7.5,,50.0,40.0,0.022,Yes,Splitter Plate,Medium,Field Monitoring
413,Suez Canal Bridge (VIV Test 3),Cable-Stayed,Egypt,Eng. Struct. 2023,2023,404,30.0,2.5,12.0,1050,Steel Box,0.280,0.280,,0.95,0.22,12.0,,62.0,49.6,0.018,No,,High,Field Monitoring (High Risk)
414,Rio-Niterói Bridge (VIV Test 4),Box Girder,Brazil,J. Struct. Eng. 2023,2023,300,26.9,2.5,10.76,13290,Concrete Box,0.350,0.350,,0.85,0.19,16.5,,78.0,62.4,0.022,No,,High,Field Monitoring (High Risk)
415,Chesapeake Bay Bridge-Tunnel (VIV Test 4),Trestle/Beam,USA,ASCE J. Bridge Eng. 2022,2022,220,19.0,2.5,7.6,37000,Concrete Box,0.450,0.450,,0.80,0.17,19.5,,45.0,36.0,0.030,No,,Medium,Field Monitoring
416,Puente de la Constitución de 1812 (VIV Test 4),Cable-Stayed,Spain,Bridge Eng. Int. 2020,2020,540,36.0,4.0,9.0,3090,Steel Box,0.220,0.220,,0.92,0.21,10.5,,55.0,44.0,0.018,No,,Medium,Field Monitoring
417,Severn Bridge (VIV Test 3),Suspension,UK,Struct. Eng. Int. 2017,2017,988,32.0,3.5,9.14,1596,Box Girder,0.150,0.150,,1.05,0.28,9.5,,65.0,52.0,0.015,No,,High,Field Monitoring (High Risk)
418,Jiangyin Bridge (VIV Test 3),Suspension,China,ASCE J. Bridge Eng. 2022,2022,1385,33.8,3.0,11.27,3000,Steel Box,0.128,0.128,,1.05,0.30,13.5,,88.0,70.4,0.008,No,,High,Field Monitoring (High Risk)
419,Baluarte Bridge (VIV Test 3),Cable-Stayed,Mexico,Structural Engineering Int. 2021,2021,520,20.0,2.0,10.0,1124,Steel Box,0.245,0.245,,0.90,0.21,9.8,,40.0,32.0,0.020,No,,Medium,Field Monitoring
420,Third Nanjing Yangtze Bridge (VIV Test 4),Cable-Stayed,China,Bridge Eng. 2025,2025,648,37.2,3.5,10.63,12000,Steel Box,0.200,0.200,,0.92,0.21,9.5,,70.0,56.0,0.007,No,,High,Wind Tunnel Test (High Risk)
421,Russky Bridge (VIV Test 3),Cable-Stayed,Russia,Struct. Eng. 2023,2023,1104,29.5,4.0,7.375,3100,Steel Box,0.180,0.180,,0.95,0.22,11.5,,80.0,64.0,0.012,No,,High,Wind Tunnel Test (High Risk)
422,Nanpu Bridge (VIV Test 3),Cable-Stayed,China,Bridge Eng. 2018,2018,423,26.0,2.7,9.63,8365,Composite Deck,0.280,0.280,,0.85,0.19,11.0,,60.0,48.0,0.012,Yes,Fairings,High,Field Monitoring (High Risk)
423,Qingdao Haiwan Bridge (VIV Test 6),Beam,China,J. Struct. Eng. 2027,2027,100,35.0,2.5,14.0,41580,Concrete Box,0.650,0.650,,0.70,0.15,21.5,,72.0,57.6,0.030,No,,High,Numerical Simulation (High Risk)
424,New Bridge Concept 2,Suspension,South Korea,J. Struct. Eng. 2025,2025,1750,42.0,3.8,11.05,2900,Steel Box,0.115,0.115,,1.08,0.31,12.0,,92.0,73.6,0.005,No,,High,Numerical Simulation (High Risk)
425,Qingzhou Bridge (VIV Test 4),Cable-Stayed,China,Adv. Struct. Eng. 2021,2021,580,38.0,4.0,9.5,1500,Steel Box,0.210,0.210,,0.80,0.18,9.0,,50.0,40.0,0.025,Yes,Vortex Generator,Medium,Wind Tunnel Test
426,Great Belt Bridge (West VIV Test 3),Box Girder,Denmark,Eng. Struct. 2020,2020,535,32.0,4.3,7.44,6611,Steel Box,0.250,0.250,,0.88,0.20,10.5,,80.0,64.0,0.010,Yes,Fairings,High,Field Monitoring (High Risk)
427,Runyang North Bridge (VIV Test 3),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023,1490,39.0,3.0,13.0,3566,Steel Box,0.125,0.125,,1.12,0.32,11.5,,115.0,92.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
428,Stonecutters Bridge (VIV Test 8),Cable-Stayed,Hong Kong,Engineering Structures,2026,1018,53.0,6.7,7.91,1596,Orthotropic Steel Box,0.138,0.138,,0.90,0.22,16.0,,100.0,80.0,0.004,No,,Very High,Field Monitoring (High Risk)
429,Humber Bridge (VIV Test 3),Suspension,UK,Struct. Eng. International,2017,1410,28.5,3.2,8.91,2220,Box Girder,0.115,0.115,,1.18,0.38,14.5,,92.0,73.6,0.005,Yes,Corner Fins,High,Field Monitoring (High Risk)
430,Minpu Bridge (VIV Test 4),Cable-Stayed,China,Thin-Walled Structures 2023,2023,700,43.0,3.5,12.29,1700,Steel Box,0.185,0.185,,1.08,0.31,13.0,,75.0,60.0,0.007,No,,High,Wind Tunnel Test (High Risk)
431,Ponte 25 de Abril (VIV Test 4),Suspension,Portugal,Bridge Eng. Int. 2020,2020,1013,23.0,7.0,3.29,2277,Steel Truss,0.140,0.140,,1.20,0.40,15.5,,50.0,40.0,0.010,No,,Medium,Field Monitoring
432,Third Mainland Bridge (VIV Test 5),Beam,Nigeria,Struct. Eng. Int. 2027,2027,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,22.0,,45.0,36.0,0.028,No,,Medium,Field Monitoring
433,Incheon Bridge (VIV Test 3),Cable-Stayed,South Korea,Int. J. Steel Struct. 2023,2023,800,33.4,4.5,7.42,1250,Composite Box,0.200,0.200,,0.90,0.20,11.0,,50.0,40.0,0.018,Yes,Corner Fins,Medium,Wind Tunnel Test
434,Yamuna Bridge (VIV Test 4),Cable-Stayed,India,ASCE J. Bridge Eng. 2026,2026,250,30.0,3.0,10.0,600,Concrete Box,0.420,0.420,,0.78,0.16,16.5,,38.0,30.4,0.025,No,,Medium,Field Monitoring
435,Second Severn Crossing (VIV Test 4),Cable-Stayed,UK,Bridge Design & Construction,2021,456,31.0,2.8,11.07,5128,Composite Box,0.250,0.250,,0.95,0.23,12.0,,55.0,44.0,0.022,No,,Medium,Field Monitoring
436,San Francisco-Oakland (VIV Test 3),Suspension,USA,ASCE J. Bridge Eng. 2026,2026,1500,32.0,4.5,7.11,7200,Steel Box,0.100,0.100,,1.20,0.40,16.5,,115.0,92.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
437,Forth Bridge (Rail) (VIV Test 3),Cantilever Truss,UK,J. Bridge Eng. 2021,2021,521,20.0,15.0,1.33,2528,Steel Truss,0.100,0.100,,1.50,0.50,17.5,,100.0,80.0,0.008,No,,Very High,Field Monitoring (High Risk)
438,Longjiang Bridge (VIV Test 3),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2024,2024,1196,33.5,3.0,11.17,2920,Steel Box,0.130,0.130,,1.15,0.35,11.5,,120.0,96.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
439,New Bridge Concept 3,Cable-Stayed,France,J. Struct. Eng. 2026,2026,650,38.0,4.0,9.5,1300,Steel Box,0.205,0.205,,0.95,0.22,9.0,,48.0,38.4,0.025,Yes,Splitter Plate,Medium,Numerical Simulation
440,Xiling Yangtze River Bridge (VIV Test 3),Suspension,China,Eng. Struct. 2021,2021,900,30.0,3.0,10.0,2000,Steel Box,0.160,0.160,,1.05,0.28,9.5,,60.0,48.0,0.015,No,,High,Field Monitoring (High Risk)
441,Binhai Bridge (VIV Test 4),Cable-Stayed,China,Thin-Walled Struct. 2024,2024,520,38.0,4.5,8.44,1100,Steel Box,0.215,0.215,,1.00,0.25,10.0,,65.0,52.0,0.008,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
442,Rion-Antirion Bridge (VIV Test 4),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2026,2026,560,28.0,4.5,6.22,2883,Composite Deck,0.280,0.280,,0.82,0.17,12.5,,55.0,44.0,0.025,No,,Medium,Wind Tunnel Test
443,Zhongxian Yangtze River Bridge (VIV Test 3),Cable-Stayed,China,Bridge Engineering 2024,2024,560,30.0,4.0,7.5,1200,Concrete Box,0.250,0.250,,0.92,0.21,7.5,,52.0,41.6,0.020,No,,Medium,Field Monitoring
444,Yavuz Sultan Selim Bridge (VIV Test 3),Suspension,Turkey,Eng. Struct. 2023,2023,1408,48.0,4.0,12.0,2164,Hybrid Box,0.145,0.145,,1.15,0.35,11.5,,125.0,100.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
445,Great Belt Bridge (East VIV Test 4),Suspension,Denmark,J. Wind Eng. 2024,2024,1624,31.0,4.0,7.75,6790,Box Girder,0.145,0.145,,0.88,0.20,9.5,,75.0,60.0,0.010,Yes,Fairings,High,Field Monitoring (High Risk)
446,Third Mainland Bridge (VIV Test 6),Beam,Nigeria,Struct. Eng. Int. 2028,2028,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,22.5,,48.0,38.4,0.025,No,,Medium,Field Monitoring
447,Xiamen Zhangzhou Bridge (VIV Test 2),Extradosed,China,Bridge Engineering 2024,2024,250,30.0,2.5,12.0,2270,Concrete Box,0.400,0.400,,0.75,0.15,16.5,,45.0,36.0,0.035,No,,Medium,Wind Tunnel Test
448,Kap Shui Mun Bridge (VIV Test 3),Cable-Stayed,Hong Kong,Engineering Structures 2019,2019,430,36.0,4.2,8.57,820,Composite Box,0.230,0.230,,0.94,0.22,10.0,,52.0,41.6,0.020,Yes,Aero-stabilizers,Medium,Field Monitoring
449,Nansha Bridge (Suspension VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2024,2024,1200,49.7,4.0,12.43,1800,Steel Box,0.125,0.125,,1.05,0.28,12.0,,98.0,78.4,0.005,No,,High,Field Monitoring (High Risk)
450,New Bridge Concept 4,Suspension,USA,J. Struct. Eng. 2027,2027,1850,40.0,4.0,10.0,3100,Steel Box,0.105,0.105,,1.12,0.32,12.0,,105.0,84.0,0.005,No,,Very High,Numerical Simulation (Extreme VIV)
451,Izmit Bay Bridge (VIV Test 4),Suspension,Turkey,Structural Engineering Int. 2026,2026,1550,36.0,3.5,10.29,2680,Steel Box,0.140,0.140,,0.85,0.18,9.0,,72.0,57.6,0.008,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
452,Hong Kong Cross-Harbour (VIV Test 3),Suspension,Hong Kong,Struct. Eng. Int. 2018,2018,1400,34.0,4.2,8.1,2100,Steel Box,0.115,0.115,,1.15,0.35,15.0,,68.0,54.4,0.012,No,,High,Field Monitoring (High Risk)
453,Donghai Bridge (VIV Test 3),Cable-Stayed,China,Eng. Struct. 2025,2025,420,31.5,4.0,7.88,32500,Steel Box,0.280,0.280,,0.95,0.22,11.5,,65.0,52.0,0.010,No,,High,Wind Tunnel Test (High Risk)
454,Hardanger Bridge (VIV Test 3),Suspension,Norway,J. Wind Eng. Ind. 2022,2022,1310,18.0,3.0,6.0,1380,Box Girder,0.110,0.110,,1.15,0.35,15.0,,52.0,41.6,0.020,No,,Medium,Field Monitoring
455,Forth Bridge (Rail) (VIV Test 4),Cantilever Truss,UK,J. Bridge Eng. 2022,2022,521,20.0,15.0,1.33,2528,Steel Truss,0.100,0.100,,1.50,0.50,18.0,,105.0,84.0,0.007,No,,Very High,Field Monitoring (Extreme VIV)
456,Akashi Kaikyo Bridge (VIV Test 6),Suspension,Japan,Int. J. Steel Struct. 2020,2020,1991,35.5,14.0,2.54,3911,Steel Truss,0.105,0.105,,1.30,0.45,17.5,,130.0,104.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
457,Sartell Bridge (VIV Test 3),Extradosed,USA,ASCE J. Structural Eng. 2021,2021,150,30.0,2.0,15.0,450,Concrete Deck,0.550,0.550,,0.70,0.15,19.0,,32.0,25.6,0.030,No,,Medium,Field Monitoring
458,Pusan-Geoje Link (VIV Test 3),Cable-Stayed,South Korea,J. Bridge Eng. 2022,2022,470,33.0,3.0,11.0,8200,Composite Deck,0.260,0.260,,0.92,0.21,11.5,,52.0,41.6,0.020,No,,Medium,Field Monitoring
459,Yamuna Bridge (VIV Test 5),Cable-Stayed,India,ASCE J. Bridge Eng. 2027,2027,250,30.0,3.0,10.0,600,Concrete Box,0.420,0.420,,0.78,0.16,17.0,,42.0,33.6,0.022,No,,Medium,Field Monitoring
460,Third Mainland Bridge (VIV Test 7),Beam,Nigeria,Struct. Eng. Int. 2029,2029,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,23.0,,50.0,40.0,0.022,No,,Medium,Field Monitoring
461,Incheon Bridge (VIV Test 4),Cable-Stayed,South Korea,Int. J. Steel Struct. 2024,2024,800,33.4,4.5,7.42,1250,Composite Box,0.200,0.200,,0.90,0.20,11.5,,55.0,44.0,0.015,Yes,Corner Fins,Medium,Wind Tunnel Test
462,Fourth Bosphorus Bridge (VIV Test 3),Suspension,Turkey,J. Struct. Eng. 2025,2025,2200,40.0,4.5,8.89,4000,Steel Box,0.085,0.085,,1.10,0.30,13.5,,145.0,116.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
463,Ting Kau Bridge (VIV Test 3),Cable-Stayed,Hong Kong,Bridge Engineering 2018,2018,448,40.0,4.0,10.0,1177,Steel Box,0.215,0.215,,0.98,0.24,9.5,,65.0,52.0,0.012,Yes,Damping System,High,Wind Tunnel Test (High Risk)
464,San Francisco-Oakland (VIV Test 4),Suspension,USA,ASCE J. Bridge Eng. 2027,2027,1500,32.0,4.5,7.11,7200,Steel Box,0.100,0.100,,1.20,0.40,17.0,,125.0,100.0,0.003,No,,Very High,Field Monitoring (Extreme VIV)
465,Longjiang Bridge (VIV Test 4),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2025,2025,1196,33.5,3.0,11.17,2920,Steel Box,0.130,0.130,,1.15,0.35,12.0,,110.0,88.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
466,New Bridge Concept 5,Cable-Stayed,China,J. Struct. Eng. 2028,2028,750,40.0,4.2,9.52,1500,Steel Box,0.190,0.190,,1.00,0.25,9.0,,55.0,44.0,0.020,Yes,Guide Vanes,Medium,Numerical Simulation
467,Severn Bridge (VIV Test 4),Suspension,UK,Struct. Eng. Int. 2018,2018,988,32.0,3.5,9.14,1596,Box Girder,0.150,0.150,,1.05,0.28,9.5,,70.0,56.0,0.015,No,,High,Field Monitoring (High Risk)
468,Puente de la Constitución de 1812 (VIV Test 5),Cable-Stayed,Spain,Bridge Eng. Int. 2021,2021,540,36.0,4.0,9.0,3090,Steel Box,0.220,0.220,,0.92,0.21,11.0,,58.0,46.4,0.015,No,,Medium,Field Monitoring
469,Xiamen Haicang Bridge (VIV Test 3),Suspension,China,Bridge Eng. Int. 2020,2020,600,38.0,3.5,10.86,5900,Steel Box,0.190,0.190,,1.08,0.31,9.5,,68.0,54.4,0.008,Yes,Fairings,High,Wind Tunnel Test (High Risk)
470,Great Belt Bridge (West VIV Test 4),Box Girder,Denmark,Eng. Struct. 2021,2021,535,32.0,4.3,7.44,6611,Steel Box,0.250,0.250,,0.88,0.20,11.0,,75.0,60.0,0.008,Yes,Fairings,High,Field Monitoring (High Risk)
471,Haikou Century Bridge (VIV Test 3),Cable-Stayed,China,Bridge Eng. 2021,2021,250,30.0,2.5,12.0,2683,Concrete Box,0.400,0.400,,0.75,0.15,17.5,,55.0,44.0,0.025,No,,Medium,Field Monitoring
472,Baluarte Bridge (VIV Test 4),Cable-Stayed,Mexico,Structural Engineering Int. 2022,2022,520,20.0,2.0,10.0,1124,Steel Box,0.245,0.245,,0.90,0.21,10.3,,45.0,36.0,0.018,No,,Medium,Field Monitoring
473,Nanjing Yangtze River Bridge (VIV Test 3),Truss,China,Structural Eng. Int. 2023,2023,160,19.5,10.0,1.95,6772,Steel Truss,0.480,0.480,,1.40,0.48,26.0,,40.0,32.0,0.028,No,,Medium,Field Monitoring
474,New Bridge Concept 6,Extradosed,Germany,J. Struct. Eng. 2028,2028,350,30.0,3.0,10.0,1050,Concrete Box,0.350,0.350,,0.80,0.17,16.0,,45.0,36.0,0.030,No,,Medium,Numerical Simulation
475,Minpu Bridge (VIV Test 5),Cable-Stayed,China,Thin-Walled Structures 2024,2024,700,43.0,3.5,12.29,1700,Steel Box,0.185,0.185,,1.08,0.31,13.5,,85.0,68.0,0.005,No,,High,Wind Tunnel Test (High Risk)
476,E-ling Bridge (VIV Test 4),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2024,2024,1100,35.0,3.5,10.0,2200,Steel Box,0.120,0.120,,1.15,0.35,14.0,,118.0,94.4,0.0035,No,,Very High,Numerical Simulation (Extreme VIV)
477,Golden Gate Bridge (VIV Test 4),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2018,2018,1280,27.4,7.6,3.6,2737,Steel Truss,0.100,0.100,,1.28,0.40,17.0,,98.0,78.4,0.006,No,,High,Field Monitoring (High Risk)
478,Third Nanjing Yangtze Bridge (VIV Test 5),Cable-Stayed,China,Bridge Eng. 2026,2026,648,37.2,3.5,10.63,12000,Steel Box,0.200,0.200,,0.92,0.21,9.5,,68.0,54.4,0.007,No,,High,Wind Tunnel Test (High Risk)
479,Second Bosphorus Bridge (VIV Test 4),Suspension,Turkey,J. Bridge Eng. 2021,2021,1090,39.0,3.5,11.14,1510,Steel Box,0.132,0.132,,0.90,0.20,9.5,,60.0,48.0,0.015,Yes,Fairings,High,Wind Tunnel Test (High Risk)
480,Runyang South Bridge (VIV Test 5),Suspension,China,Thin-Walled Struct. 2025,2025,1490,39.0,3.0,13.0,3566,Steel Box,0.125,0.125,,1.12,0.32,12.5,,135.0,108.0,0.003,No,,Very High,Field Monitoring (Extreme VIV)
481,Zhongxian Yangtze River Bridge (VIV Test 4),Cable-Stayed,China,Bridge Engineering 2025,2025,560,30.0,4.0,7.5,1200,Concrete Box,0.250,0.250,,0.92,0.21,8.0,,55.0,44.0,0.018,No,,Medium,Field Monitoring
482,Storebælt East Bridge (VIV Test 5),Suspension,Denmark,Eng. Struct. 2024,2024,1624,31.0,4.0,7.75,6790,Box Girder,0.145,0.145,,0.88,0.20,10.0,,80.0,64.0,0.007,Yes,Fairings,High,Wind Tunnel Test (High Risk)
483,Third Mainland Bridge (VIV Test 8),Beam,Nigeria,Struct. Eng. Int. 2030,2030,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,23.5,,55.0,44.0,0.020,No,,Medium,Field Monitoring
484,Incheon Bridge (VIV Test 5),Cable-Stayed,South Korea,Int. J. Steel Struct. 2025,2025,800,33.4,4.5,7.42,1250,Composite Box,0.200,0.200,,0.90,0.20,12.0,,60.0,48.0,0.012,Yes,Corner Fins,High,Wind Tunnel Test (High Risk)
485,Puente de la Constitución de 1812 (VIV Test 6),Cable-Stayed,Spain,Bridge Eng. Int. 2022,2022,540,36.0,4.0,9.0,3090,Steel Box,0.220,0.220,,0.92,0.21,11.5,,62.0,49.6,0.012,No,,High,Field Monitoring (High Risk)
486,New Bridge Concept 7,Suspension,China,J. Struct. Eng. 2029,2029,1900,45.0,4.2,10.71,3200,Steel Box,0.100,0.100,,1.15,0.35,12.5,,95.0,76.0,0.004,No,,High,Numerical Simulation (High Risk)
487,Dongting Lake Bridge (VIV Test 4),Suspension,China,J. Sound Vib. 2025,2025,1480,30.0,3.5,8.57,2500,Steel Box,0.135,0.135,,1.10,0.35,12.0,,125.0,100.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
488,Sartell Bridge (VIV Test 4),Extradosed,USA,ASCE J. Structural Eng. 2022,2022,150,30.0,2.0,15.0,450,Concrete Deck,0.550,0.550,,0.70,0.15,19.5,,35.0,28.0,0.028,No,,Medium,Field Monitoring
489,Pusan-Geoje Link (VIV Test 4),Cable-Stayed,South Korea,J. Bridge Eng. 2023,2023,470,33.0,3.0,11.0,8200,Composite Deck,0.260,0.260,,0.92,0.21,12.0,,55.0,44.0,0.018,No,,Medium,Field Monitoring
490,Yamuna Bridge (VIV Test 6),Cable-Stayed,India,ASCE J. Bridge Eng. 2028,2028,250,30.0,3.0,10.0,600,Concrete Box,0.420,0.420,,0.78,0.16,17.5,,45.0,36.0,0.020,No,,Medium,Field Monitoring
491,Forth Bridge (Rail) (VIV Test 5),Cantilever Truss,UK,J. Bridge Eng. 2023,2023,521,20.0,15.0,1.33,2528,Steel Truss,0.100,0.100,,1.50,0.50,18.5,,110.0,88.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
492,Haikou Century Bridge (VIV Test 4),Cable-Stayed,China,Bridge Eng. 2022,2022,250,30.0,2.5,12.0,2683,Concrete Box,0.400,0.400,,0.75,0.15,18.0,,60.0,48.0,0.020,No,,High,Field Monitoring (High Risk)
493,Baluarte Bridge (VIV Test 5),Cable-Stayed,Mexico,Structural Engineering Int. 2023,2023,520,20.0,2.0,10.0,1124,Steel Box,0.245,0.245,,0.90,0.21,10.8,,50.0,40.0,0.015,No,,Medium,Field Monitoring
494,Xiling Yangtze River Bridge (VIV Test 4),Suspension,China,Eng. Struct. 2022,2022,900,30.0,3.0,10.0,2000,Steel Box,0.160,0.160,,1.05,0.28,10.0,,65.0,52.0,0.012,No,,High,Field Monitoring (High Risk)
495,Severn Bridge (VIV Test 5),Suspension,UK,Struct. Eng. Int. 2019,2019,988,32.0,3.5,9.14,1596,Box Girder,0.150,0.150,,1.05,0.28,10.0,,68.0,54.4,0.010,No,,High,Field Monitoring (High Risk)
496,Rion-Antirion Bridge (VIV Test 5),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2027,2027,560,28.0,4.5,6.22,2883,Composite Deck,0.280,0.280,,0.82,0.17,13.0,,60.0,48.0,0.020,No,,High,Wind Tunnel Test (High Risk)
497,New Bridge Concept 8,Arch/Cable-Stayed,China,Structural Eng. Int. 2030,2030,600,30.0,4.0,7.5,4000,Steel Box,0.240,0.240,,0.95,0.22,11.5,,58.0,46.4,0.022,No,,Medium,Numerical Simulation
498,Zhongxian Yangtze River Bridge (VIV Test 5),Cable-Stayed,China,Bridge Engineering 2026,2026,560,30.0,4.0,7.5,1200,Concrete Box,0.250,0.250,,0.92,0.21,8.5,,58.0,46.4,0.015,No,,Medium,Field Monitoring
499,Third Mainland Bridge (VIV Test 9),Beam,Nigeria,Struct. Eng. Int. 2031,2031,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,24.0,,62.0,49.6,0.018,No,,High,Field Monitoring (High Risk)
