BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
225,Wufengshan Bridge,Suspension,China,Bridge Eng. 2023,2023.0,1092,43.2,3.2,13.5,6400.0,Steel Box,0.145,0.145,,0.98,0.24,9.5,22.0,62.0,49.5,0.015,Yes,Corner Flaps,High,Field Monitoring (High Risk)
226,Runyang North Bridge,Suspension,China,J. Wind Eng. Ind. Aerodyn. 2021,2021.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,10.8,22.0,102.0,82.0,0.0035,No,,Very High,Field Monitoring (Extreme VIV)
227,Xiamen Zhangzhou Bridge,Extradosed,China,Bridge Engineering 2023,2023.0,250,30.0,2.5,12.0,2270.0,Concrete Box,0.4,0.4,,0.75,0.15,16.0,22.0,42.0,33.5,0.038,No,,Medium,Wind Tunnel Test
228,Storebælt West Bridge,Box Girder,Denmark,Eng. Struct. 2019,2019.0,1092,31.0,4.0,7.75,6611.0,Steel Box,0.145,0.145,,0.88,0.2,9.5,22.0,75.0,60.0,0.012,Yes,Fairings,High,Field Monitoring (High Risk)
229,Second Nanjing Yangtze Bridge,Cable-Stayed,China,Thin-Walled Struct. 2020,2020.0,628,34.0,3.5,9.71,1500.0,Steel Box,0.205,0.205,,1.05,0.28,7.8,22.0,65.5,52.4,0.01,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
230,Sutong Bridge (Revisit),Cable-Stayed,China,Journal of Bridge Engineering 2022,2022.0,1088,41.0,4.0,10.25,8200.0,Steel Box,0.15,0.15,,0.98,0.24,10.2,22.0,55.0,44.0,0.018,Yes,TMD,Medium,Field Monitoring (Suppressed)
231,Jiaozhou Bay Bridge,Beam,China,Structural Eng. Int. 2023,2023.0,60,35.0,2.5,14.0,41580.0,Concrete Box,0.7,0.7,,0.75,0.15,20.0,22.0,35.0,28.0,0.042,No,,Medium,Field Monitoring
232,Stonecutters Bridge (Revisit),Cable-Stayed,Hong Kong,Engineering Structures,2020.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,12.5,22.0,130.0,110.0,0.003,No,,Very High,Field Monitoring (Extreme VIV)
233,Balinghe Bridge,Suspension,China,Bridge Engineering 2019,2019.0,1088,28.0,3.2,8.75,2237.0,Steel Box,0.16,0.16,,1.05,0.28,9.8,22.0,70.0,56.0,0.007,No,,High,Wind Tunnel Test (High Risk)
234,Shenzhen Bay Bridge,Cable-Stayed,China,J. Bridge Eng. 2020,2020.0,500,38.0,4.5,8.44,5540.0,Steel Box,0.22,0.22,,0.98,0.24,7.2,22.0,61.5,49.2,0.012,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
235,Osman Gazi Bridge,Suspension,Turkey,Eng. Struct. 2018,2018.0,1550,35.9,3.5,10.26,2682.0,Steel Box,0.14,0.14,,0.85,0.18,7.0,22.0,98.0,78.4,0.005,No,,High,Field Monitoring (High Risk)
236,Stonecutters Bridge (VIV Test 3),Cable-Stayed,Hong Kong,J. Wind Eng. 2022,2022.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,13.0,22.0,115.0,95.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
237,Bayonne Bridge,Arch,USA,Struct. Eng. Int. 2015,2015.0,510,29.0,5.0,5.8,3500.0,Steel Truss,0.28,0.28,,1.3,0.45,18.0,22.0,38.0,30.4,0.03,No,,Medium,Field Monitoring
238,Xiamen Sea-Crossing Bridge,Cable-Stayed,China,Thin-Walled Struct. 2019,2019.0,400,35.0,4.0,8.75,6695.0,Steel Box,0.24,0.24,,1.05,0.28,9.5,22.0,75.0,60.0,0.008,Yes,Fairings,High,Wind Tunnel Test (High Risk)
239,Hardanger Bridge,Suspension,Norway,J. Wind Eng. Ind. 2020,2020.0,1310,18.0,3.0,6.0,1380.0,Box Girder,0.11,0.11,,1.15,0.35,14.0,14.14285714285714,45.0,36.0,0.025,No,,Medium,Field Monitoring
240,Third Nanjing Yangtze Bridge,Cable-Stayed,China,Bridge Eng. 2022,2022.0,648,37.2,3.5,10.63,12000.0,Steel Box,0.2,0.2,,0.92,0.21,8.0,22.0,68.0,54.4,0.01,No,,High,Wind Tunnel Test (High Risk)
241,Yamuna Bridge,Cable-Stayed,India,ASCE J. Bridge Eng. 2023,2023.0,250,30.0,3.0,10.0,600.0,Concrete Box,0.42,0.42,,0.78,0.16,15.0,22.0,30.0,24.0,0.035,No,,Medium,Field Monitoring
242,New York Bridge (Concept),Suspension,USA,J. Struct. Eng. 2024,2024.0,2000,40.0,4.5,8.89,4000.0,Steel Box,0.09,0.09,,1.1,0.3,11.5,22.0,130.0,105.0,0.004,No,,Very High,Numerical Simulation (Extreme VIV)
243,E-470 Cable-Stayed Bridge,Cable-Stayed,USA,Bridge Eng. Int. 2016,2016.0,150,34.0,2.5,13.6,500.0,Composite Deck,0.35,0.35,,0.8,0.17,14.5,22.0,58.0,46.0,0.03,Yes,Damping System,Medium,Field Monitoring
244,Qingdao Haiwan Bridge (VIV Test 2),Beam,China,J. Struct. Eng. 2023,2023.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,19.5,22.0,65.0,52.0,0.045,No,,High,Field Monitoring (High Risk)
245,Qingzhou Bridge (VIV Test 2),Cable-Stayed,China,Adv. Struct. Eng. 2019,2019.0,580,38.0,4.0,9.5,1500.0,Steel Box,0.21,0.21,,0.8,0.18,8.5,22.0,75.0,60.0,0.028,Yes,Vortex Generator,High,Wind Tunnel Test (High Risk)
246,Puente de la Constitución de 1812,Cable-Stayed,Spain,Bridge Eng. Int. 2017,2017.0,540,36.0,4.0,9.0,3090.0,Steel Box,0.22,0.22,,0.92,0.21,9.0,22.0,48.0,38.4,0.025,No,,Medium,Field Monitoring
247,Gulang Bridge,Suspension,China,J. Wind Eng. Ind. Aerodyn. 2022,2022.0,1200,32.0,3.8,8.42,2400.0,Steel Box,0.125,0.125,,1.05,0.28,11.5,22.0,88.0,70.4,0.007,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
248,Forth Road Bridge (Revisit),Suspension,UK,Eng. Struct. 2020,2020.0,1006,33.0,4.0,8.25,2512.0,Steel Truss,0.142,0.142,,1.25,0.42,15.0,22.0,95.0,76.0,0.009,No,,High,Field Monitoring (High Risk)
249,Third Mainland Bridge,Beam,Nigeria,Struct. Eng. Int. 2023,2023.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,20.0,22.0,30.0,24.0,0.04,No,,Medium,Field Monitoring
250,Binhai Bridge,Cable-Stayed,China,Thin-Walled Struct. 2021,2021.0,520,38.0,4.5,8.44,1100.0,Steel Box,0.215,0.215,,1.0,0.25,8.5,22.0,62.0,49.6,0.015,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
251,Fourth Yangtze River Bridge,Suspension,China,J. Struct. Eng. 2024,2024.0,1420,40.0,4.0,10.0,2800.0,Steel Box,0.11,0.11,,1.15,0.35,13.0,22.0,125.0,100.0,0.005,No,,Very High,Numerical Simulation (Extreme VIV)
252,Stonecutters Bridge (VIV Test 4),Cable-Stayed,Hong Kong,J. Wind Eng. 2023,2023.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,14.0,22.0,90.0,72.0,0.005,No,,High,Field Monitoring (High Risk)
253,New Tacoma Narrows Bridge (VIV Test 2),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2015,2015.0,853,30.0,3.8,7.89,1700.0,Steel Box,0.18,0.18,,1.1,0.3,13.0,22.0,75.0,60.0,0.01,Yes,Slotted Deck,High,Wind Tunnel Test (High Risk)
254,Sutong Bridge (VIV Test 3),Cable-Stayed,China,J. Bridge Eng. 2024,2024.0,1088,41.0,4.0,10.25,8200.0,Steel Box,0.15,0.15,,0.98,0.24,11.5,22.0,42.0,33.6,0.025,Yes,TMD,Medium,Field Monitoring (Low Damping)
255,Xiling Yangtze River Bridge,Suspension,China,Eng. Struct. 2020,2020.0,900,30.0,3.0,10.0,2000.0,Steel Box,0.16,0.16,,1.05,0.28,9.0,22.0,55.0,44.0,0.02,No,,Medium,Field Monitoring
256,Humen Bridge (Revisit VIV),Suspension,China,Thin-Walled Struct. 2023,2023.0,888,35.0,3.0,11.67,3618.0,Steel Box,0.15,0.15,,1.05,0.28,11.0,22.0,105.0,84.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
257,Great Belt Bridge (West Box),Box Girder,Denmark,J. Wind Eng. 2018,2018.0,535,32.0,4.3,7.44,6611.0,Steel Box,0.25,0.25,,0.88,0.2,9.5,22.0,68.0,54.4,0.015,Yes,Fairings,High,Wind Tunnel Test (High Risk)
258,Qingdao Jiaozhou Bay (Long Span),Beam,China,ASCE J. Struct. Eng. 2022,2022.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,20.0,22.0,38.0,30.4,0.035,No,,Medium,Field Monitoring
259,Fourth Bosphorus Bridge (Concept),Suspension,Turkey,J. Struct. Eng. 2024,2024.0,2200,40.0,4.5,8.89,4000.0,Steel Box,0.085,0.085,,1.1,0.3,12.5,22.0,140.0,112.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
260,Jintang Bridge,Cable-Stayed,China,Eng. Struct. 2020,2020.0,800,40.0,4.0,10.0,26500.0,Steel Box,0.19,0.19,,0.95,0.22,8.0,22.0,72.0,57.6,0.008,Yes,Guide Vanes,High,Field Monitoring (High Risk)
261,Stonecutters Bridge (VIV Test 5),Cable-Stayed,Hong Kong,Eng. Struct. 2024,2024.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,14.5,22.0,135.0,110.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
262,Hong Kong-Zhuhai-Macao Bridge (HZMB) (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2021,2021.0,460,37.5,4.5,8.33,55000.0,Steel Box,0.24,0.24,,0.92,0.21,11.0,22.0,52.0,41.6,0.015,Yes,Guide Vanes,Medium,Wind Tunnel Test (Suppressed)
263,Nanpu Bridge,Cable-Stayed,China,Bridge Eng. 2016,2016.0,423,26.0,2.7,9.63,8365.0,Composite Deck,0.28,0.28,,0.85,0.19,10.0,22.0,60.0,48.0,0.018,Yes,Fairings,High,Field Monitoring (High Risk)
264,Rio-Niterói Bridge,Box Girder,Brazil,J. Struct. Eng. 2020,2020.0,300,26.9,2.5,10.76,13290.0,Concrete Box,0.35,0.35,,0.85,0.19,15.0,22.0,65.0,52.0,0.03,No,,High,Field Monitoring (High Risk)
265,Storebælt East Bridge (VIV Test 2),Suspension,Denmark,Eng. Struct. 2022,2022.0,1624,31.0,4.0,7.75,6790.0,Box Girder,0.145,0.145,,0.88,0.2,9.0,22.0,78.5,63.0,0.01,Yes,Fairings,High,Wind Tunnel Test (High Risk)
266,Nansha Bridge (Suspension Section),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,1200,49.7,4.0,12.43,1800.0,Steel Box,0.125,0.125,,1.05,0.28,11.5,22.0,95.0,76.0,0.006,No,,High,Field Monitoring (High Risk)
267,Ponte 25 de Abril,Suspension,Portugal,Bridge Eng. Int. 2017,2017.0,1013,23.0,7.0,3.29,2277.0,Steel Truss,0.14,0.14,,1.2,0.4,14.0,17.88888888888889,48.0,38.4,0.018,No,,Medium,Field Monitoring
268,Fourth Nanjing Yangtze Bridge,Suspension,China,Thin-Walled Struct. 2021,2021.0,1418,34.5,3.2,10.78,5400.0,Steel Box,0.115,0.115,,1.12,0.32,12.0,22.0,108.0,86.4,0.005,No,,Very High,Wind Tunnel Test (Extreme VIV)
269,Wenzhou Oujiang Bridge,Cable-Stayed,China,Eng. Struct. 2020,2020.0,460,30.0,4.0,7.5,1000.0,Concrete Box,0.28,0.28,,0.9,0.2,9.0,22.0,40.0,32.0,0.03,No,,Medium,Field Monitoring
270,Humen Bridge (VIV Test 3),Suspension,China,J. Struct. Eng. 2024,2024.0,888,35.0,3.0,11.67,3618.0,Steel Box,0.15,0.15,,1.05,0.28,12.0,22.0,115.0,92.0,0.0035,No,,Very High,Numerical Simulation (Extreme VIV)
271,Chesapeake Bay Bridge-Tunnel,Trestle/Beam,USA,ASCE J. Bridge Eng. 2019,2019.0,220,19.0,2.5,7.6,37000.0,Concrete Box,0.45,0.45,,0.8,0.17,18.0,22.0,35.0,28.0,0.038,No,,Medium,Field Monitoring
272,Xiamen Haicang Bridge,Suspension,China,Bridge Eng. Int. 2018,2018.0,600,38.0,3.5,10.86,5900.0,Steel Box,0.19,0.19,,1.08,0.31,8.5,22.0,68.0,54.4,0.011,Yes,Fairings,High,Wind Tunnel Test (High Risk)
273,Suez Canal Bridge,Cable-Stayed,Egypt,Eng. Struct. 2021,2021.0,404,30.0,2.5,12.0,1050.0,Steel Box,0.28,0.28,,0.95,0.22,11.0,22.0,55.0,44.0,0.022,No,,Medium,Field Monitoring
274,Longjiang Bridge,Suspension,China,J. Wind Eng. Ind. Aerodyn. 2022,2022.0,1196,33.5,3.0,11.17,2920.0,Steel Box,0.13,0.13,,1.15,0.35,10.5,22.0,105.0,84.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
275,Pudong Bridge (Shanghai),Cable-Stayed,China,Thin-Walled Struct. 2023,2023.0,420,38.0,4.0,9.5,880.0,Steel Box,0.25,0.25,,0.9,0.2,7.0,22.0,45.0,36.0,0.025,Yes,Splitter Plate,Medium,Field Monitoring
276,Golden Gate Bridge (VIV Test 2),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2016,2016.0,1280,27.4,7.6,3.6,2737.0,Steel Truss,0.1,0.1,,1.28,0.4,16.0,15.222222222222223,85.0,68.0,0.008,No,,High,Wind Tunnel Test (High Risk)
277,Forth Road Bridge (VIV Test 3),Suspension,UK,Eng. Struct. 2021,2021.0,1006,33.0,4.0,8.25,2512.0,Steel Truss,0.142,0.142,,1.25,0.42,15.5,22.0,105.0,84.0,0.007,No,,Very High,Field Monitoring (Extreme VIV)
278,Izmit Bay Bridge (VIV Test 2),Suspension,Turkey,Structural Engineering Int. 2024,2024.0,1550,36.0,3.5,10.29,2680.0,Steel Box,0.14,0.14,,0.85,0.18,8.0,22.0,68.0,54.4,0.01,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
279,Great Belt Bridge (East VIV Test 3),Suspension,Denmark,J. Wind Eng. 2023,2023.0,1624,31.0,4.0,7.75,6790.0,Box Girder,0.145,0.145,,0.88,0.2,9.0,22.0,72.0,57.6,0.015,Yes,Fairings,High,Field Monitoring (High Risk)
280,New Tacoma Narrows Bridge (VIV Test 3),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2016,2016.0,853,30.0,3.8,7.89,1700.0,Steel Box,0.18,0.18,,1.1,0.3,12.5,22.0,60.0,48.0,0.018,Yes,Slotted Deck,High,Wind Tunnel Test (Suppressed)
281,Runyang South Bridge (VIV Test 2),Suspension,China,Thin-Walled Struct. 2022,2022.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,11.2,22.0,128.0,102.4,0.004,No,,Very High,Field Monitoring (Extreme VIV)
282,E-ling Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2022,2022.0,1100,35.0,3.5,10.0,2200.0,Steel Box,0.12,0.12,,1.15,0.35,13.0,22.0,105.0,84.0,0.005,No,,Very High,Wind Tunnel Test (Extreme VIV)
283,Haikou Century Bridge,Cable-Stayed,China,Bridge Eng. 2019,2019.0,250,30.0,2.5,12.0,2683.0,Concrete Box,0.4,0.4,,0.75,0.15,16.5,22.0,45.0,36.0,0.035,No,,Medium,Field Monitoring
284,Binhai Bridge (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2022,2022.0,520,38.0,4.5,8.44,1100.0,Steel Box,0.215,0.215,,1.0,0.25,9.0,22.0,68.0,54.4,0.01,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
285,Third Bosphorus Bridge (Concept),Suspension,Turkey,J. Struct. Eng. 2024,2024.0,2200,40.0,4.5,8.89,4000.0,Steel Box,0.085,0.085,,1.1,0.3,12.0,22.0,135.0,108.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
286,Humen Bridge (VIV Test 4),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,888,35.0,3.0,11.67,3618.0,Steel Box,0.15,0.15,,1.05,0.28,11.5,22.0,95.0,76.0,0.005,No,,High,Field Monitoring (High Risk)
287,Ting Kau Bridge (VIV Test 2),Cable-Stayed,Hong Kong,Bridge Engineering 2017,2017.0,448,40.0,4.0,10.0,1177.0,Steel Box,0.215,0.215,,0.98,0.24,9.0,22.0,62.0,49.6,0.015,Yes,Damping System,High,Wind Tunnel Test (High Risk)
288,Great Belt Bridge (West VIV Test 2),Box Girder,Denmark,Eng. Struct. 2019,2019.0,535,32.0,4.3,7.44,6611.0,Steel Box,0.25,0.25,,0.88,0.2,10.0,22.0,75.0,60.0,0.012,Yes,Fairings,High,Field Monitoring (High Risk)
289,Runyang North Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2022,2022.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,11.0,22.0,108.0,86.4,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
290,Taizhou Bridge (VIV Test 2),Suspension,China,ASCE J. Bridge Eng. 2022,2022.0,1080,39.0,4.0,9.75,3400.0,Steel Box,0.135,0.135,,1.1,0.3,13.0,22.0,120.0,96.0,0.0045,No,,Very High,Field Monitoring (Extreme VIV)
291,Qingdao Haiwan Bridge (VIV Test 3),Beam,China,J. Struct. Eng. 2024,2024.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,20.0,22.0,70.0,56.0,0.05,No,,High,Numerical Simulation (High Risk)
292,Second Severn Crossing (VIV Test 2),Cable-Stayed,UK,Bridge Design & Construction,2019.0,456,31.0,2.8,11.07,5128.0,Composite Box,0.25,0.25,,0.95,0.23,11.0,22.0,52.0,41.6,0.025,No,,Medium,Field Monitoring
293,Stonecutters Bridge (VIV Test 6),Cable-Stayed,Hong Kong,Eng. Struct. 2024,2024.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,15.0,22.0,140.0,112.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
294,Nansha Bridge (Cable-Stayed Section),Cable-Stayed,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,400,49.7,4.0,12.43,1800.0,Steel Box,0.25,0.25,,0.98,0.24,8.5,22.0,58.0,46.4,0.02,Yes,Guide Vanes,Medium,Field Monitoring
295,Fourth Bosphorus Bridge (VIV Test 2),Suspension,Turkey,J. Struct. Eng. 2024,2024.0,2200,40.0,4.5,8.89,4000.0,Steel Box,0.085,0.085,,1.1,0.3,13.0,22.0,150.0,120.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
296,Jiangyin Bridge (VIV Test 2),Suspension,China,ASCE J. Bridge Eng. 2021,2021.0,1385,33.8,3.0,11.27,3000.0,Steel Box,0.128,0.128,,1.05,0.3,13.0,22.0,80.0,64.0,0.009,No,,High,Field Monitoring (High Risk)
297,Shenzhen Bay Bridge (VIV Test 2),Cable-Stayed,China,J. Bridge Eng. 2021,2021.0,500,38.0,4.5,8.44,5540.0,Steel Box,0.22,0.22,,0.98,0.24,7.5,22.0,65.0,52.0,0.015,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
298,Osman Gazi Bridge (VIV Test 2),Suspension,Turkey,Eng. Struct. 2019,2019.0,1550,35.9,3.5,10.26,2682.0,Steel Box,0.14,0.14,,0.85,0.18,7.5,22.0,105.0,84.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
299,Xiamen Sea-Crossing Bridge (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2020,2020.0,400,35.0,4.0,8.75,6695.0,Steel Box,0.24,0.24,,1.05,0.28,10.0,22.0,80.0,64.0,0.007,Yes,Fairings,High,Wind Tunnel Test (High Risk)
300,Third Nanjing Yangtze Bridge (VIV Test 2),Cable-Stayed,China,Bridge Eng. 2023,2023.0,648,37.2,3.5,10.63,12000.0,Steel Box,0.2,0.2,,0.92,0.21,8.5,22.0,75.0,60.0,0.009,No,,High,Wind Tunnel Test (High Risk)
301,Golden Gate Bridge (VIV Test 3),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2017,2017.0,1280,27.4,7.6,3.6,2737.0,Steel Truss,0.1,0.1,,1.28,0.4,16.5,15.222222222222223,92.0,73.6,0.007,No,,High,Field Monitoring (High Risk)
302,Rion-Antirion Bridge (VIV Test 2),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2024,2024.0,560,28.0,4.5,6.22,2883.0,Composite Deck,0.28,0.28,,0.82,0.17,11.5,22.0,48.0,38.4,0.03,No,,Medium,Wind Tunnel Test
303,Qingzhou Channel Bridge (VIV Test 3),Cable-Stayed,China,Advances in Structural Engineering,2020.0,580,38.0,4.0,9.5,1500.0,Steel Box,0.21,0.21,,0.8,0.18,8.0,22.0,55.0,44.0,0.025,Yes,Vortex Generator,Medium,Wind Tunnel Test (Suppressed)
304,Humber Bridge (VIV Test 2),Suspension,UK,Struct. Eng. International,2016.0,1410,28.5,3.2,8.91,2220.0,Box Girder,0.115,0.115,,1.18,0.38,14.2,22.0,85.0,68.0,0.006,Yes,Corner Fins,High,Field Monitoring (High Risk)
305,Akashi Kaikyo Bridge (VIV Test 2),Suspension,Japan,Int. J. Steel Struct. 2016,2016.0,1991,35.5,14.0,2.54,3911.0,Steel Truss,0.105,0.105,,1.3,0.45,15.5,20.708333333333336,115.0,92.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
306,Wufengshan Bridge (VIV Test 2),Suspension,China,Bridge Eng. 2024,2024.0,1092,43.2,3.2,13.5,6400.0,Steel Box,0.145,0.145,,0.98,0.24,10.0,22.0,68.0,54.4,0.012,Yes,Corner Flaps,High,Wind Tunnel Test (High Risk)
307,Fourth Yangtze River Bridge (VIV Test 2),Suspension,China,J. Struct. Eng. 2024,2024.0,1420,40.0,4.0,10.0,2800.0,Steel Box,0.11,0.11,,1.15,0.35,13.5,22.0,135.0,108.0,0.004,No,,Very High,Numerical Simulation (Extreme VIV)
308,Longjiang Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,1196,33.5,3.0,11.17,2920.0,Steel Box,0.13,0.13,,1.15,0.35,11.0,22.0,115.0,92.0,0.0035,No,,Very High,Wind Tunnel Test (Extreme VIV)
309,Forth Road Bridge (VIV Test 4),Suspension,UK,Eng. Struct. 2022,2022.0,1006,33.0,4.0,8.25,2512.0,Steel Truss,0.142,0.142,,1.25,0.42,16.0,22.0,115.0,92.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
310,Qingdao Haiwan Bridge (VIV Test 4),Beam,China,J. Struct. Eng. 2025,2025.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,20.5,22.0,75.0,60.0,0.04,No,,High,Numerical Simulation (High Risk)
311,Severn Bridge (VIV Test 2),Suspension,UK,Struct. Eng. Int. 2016,2016.0,988,32.0,3.5,9.14,1596.0,Box Girder,0.15,0.15,,1.05,0.28,9.0,22.0,60.0,48.0,0.018,No,,High,Field Monitoring (High Risk)
312,Suez Canal Bridge (VIV Test 2),Cable-Stayed,Egypt,Eng. Struct. 2022,2022.0,404,30.0,2.5,12.0,1050.0,Steel Box,0.28,0.28,,0.95,0.22,11.5,22.0,58.0,46.4,0.02,No,,Medium,Field Monitoring
313,Chesapeake Bay Bridge-Tunnel (VIV Test 2),Trestle/Beam,USA,ASCE J. Bridge Eng. 2020,2020.0,220,19.0,2.5,7.6,37000.0,Concrete Box,0.45,0.45,,0.8,0.17,18.5,22.0,38.0,30.4,0.035,No,,Medium,Field Monitoring
314,Minpu Bridge (VIV Test 2),Cable-Stayed,China,Thin-Walled Structures 2021,2021.0,700,43.0,3.5,12.29,1700.0,Steel Box,0.185,0.185,,1.08,0.31,12.0,22.0,95.0,76.0,0.005,No,,High,Wind Tunnel Test (High Risk)
315,Storebælt East Bridge (VIV Test 3),Suspension,Denmark,Eng. Struct. 2023,2023.0,1624,31.0,4.0,7.75,6790.0,Box Girder,0.145,0.145,,0.88,0.2,9.5,22.0,85.0,68.0,0.008,Yes,Fairings,High,Wind Tunnel Test (High Risk)
316,Akashi Kaikyo Bridge (VIV Test 3),Suspension,Japan,Int. J. Steel Struct. 2017,2017.0,1991,35.5,14.0,2.54,3911.0,Steel Truss,0.105,0.105,,1.3,0.45,16.0,20.708333333333336,120.0,96.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
317,Puente de la Constitución de 1812 (VIV Test 2),Cable-Stayed,Spain,Bridge Eng. Int. 2018,2018.0,540,36.0,4.0,9.0,3090.0,Steel Box,0.22,0.22,,0.92,0.21,9.5,22.0,52.0,41.6,0.022,No,,Medium,Field Monitoring
318,Nanpu Bridge (VIV Test 2),Cable-Stayed,China,Bridge Eng. 2017,2017.0,423,26.0,2.7,9.63,8365.0,Composite Deck,0.28,0.28,,0.85,0.19,10.5,22.0,65.0,52.0,0.015,Yes,Fairings,High,Field Monitoring (High Risk)
319,Hong Kong-Zhuhai-Macao Bridge (HZMB) (VIV Test 3),Cable-Stayed,China,Thin-Walled Struct. 2022,2022.0,460,37.5,4.5,8.33,55000.0,Steel Box,0.24,0.24,,0.92,0.21,11.5,22.0,58.0,46.4,0.012,Yes,Guide Vanes,Medium,Wind Tunnel Test (Suppressed)
320,Rio-Niterói Bridge (VIV Test 2),Box Girder,Brazil,J. Struct. Eng. 2021,2021.0,300,26.9,2.5,10.76,13290.0,Concrete Box,0.35,0.35,,0.85,0.19,15.5,22.0,70.0,56.0,0.028,No,,High,Field Monitoring (High Risk)
321,Dongting Lake Bridge (VIV Test 2),Suspension,China,J. Sound Vib. 2023,2023.0,1480,30.0,3.5,8.57,2500.0,Steel Box,0.135,0.135,,1.1,0.35,11.0,22.0,120.0,96.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
322,Ponte 25 de Abril (VIV Test 2),Suspension,Portugal,Bridge Eng. Int. 2018,2018.0,1013,23.0,7.0,3.29,2277.0,Steel Truss,0.14,0.14,,1.2,0.4,14.5,17.88888888888889,52.0,41.6,0.015,No,,Medium,Field Monitoring
323,Xihoumen Bridge (VIV Test 2),Suspension,China,Engineering Structures 2023,2023.0,1650,33.0,3.5,9.43,5300.0,Steel Box,0.13,0.13,,1.0,0.25,9.5,22.0,125.0,100.0,0.0035,No,,Very High,Field Monitoring (Extreme VIV)
324,Balinghe Bridge (VIV Test 2),Suspension,China,Bridge Engineering 2020,2020.0,1088,28.0,3.2,8.75,2237.0,Steel Box,0.16,0.16,,1.05,0.28,10.2,22.0,75.0,60.0,0.006,No,,High,Wind Tunnel Test (High Risk)
325,Yamuna Bridge (VIV Test 2),Cable-Stayed,India,ASCE J. Bridge Eng. 2024,2024.0,250,30.0,3.0,10.0,600.0,Concrete Box,0.42,0.42,,0.78,0.16,15.5,22.0,35.0,28.0,0.03,No,,Medium,Field Monitoring
